mes;cnae_classe;saldo
3;Fabricação de máquinas e equipamentos para a indústria têxtil;    -5
3;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo;    43
3;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;  -299
3;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos;   -27
3;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados;   -11
3;Fabricação de máquinas e equipamentos para saneamento básico e ambiental;    -6
3;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores;     2
3;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;  -219
3;Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;     7
3;Fabricação de máquinas-ferramenta;    29
3;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;   -13
3;Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;     0
3;Fabricação de massas alimentícias;   -68
3;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;  -120
3;Fabricação de material elétrico para instalações em circuito de consumo;    14
3;Fabricação de medicamentos para uso humano;   144
3;Fabricação de medicamentos para uso veterinário;    35
3;Fabricação de meias;  -137
3;Fabricação de mídias virgens, magnéticas e ópticas;    -1
3;Fabricação de motocicletas;    -1
3;Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;    -9
3;Fabricação de móveis com predominância de madeira;  -420
3;Fabricação de móveis com predominância de metal;  -159
3;Fabricação de móveis de outros materiais, exceto madeira e metal;   -41
3;Fabricação de obras de caldeiraria pesada;  -367
3;Fabricação de óleos vegetais em bruto, exceto óleo de milho;    33
3;Fabricação de óleos vegetais refinados, exceto óleo de milho;    13
3;Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;   -13
3;Fabricação de outros produtos têxteis não especificados anteriormente;   -19
3;Fabricação de papel;    67
3;Fabricação de partes para calçados, de qualquer material;   -76
3;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;   -14
3;Fabricação de peças e acessórios para o sistema de freios de veículos automotores;   -63
3;Fabricação de peças e acessórios para o sistema motor de veículos automotores;  -115
3;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;   -30
3;Fabricação de peças e acessórios para veículos automotores não especificados anteriormente;  -315
3;Fabricação de peças e acessórios para veículos ferroviários;     0
3;Fabricação de periféricos para equipamentos de informática;  -230
3;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;   -11
3;Fabricação de pneumáticos e de câmaras-de-ar;   -31
3;Fabricação de preparações farmacêuticas;     2
3;Fabricação de produtos à base de café;    -4
3;Fabricação de produtos alimentícios não especificados anteriormente;    37
3;Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;   -19
3;Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;  -116
3;Fabricação de produtos cerâmicos refratários;    14
3;Fabricação de produtos de carne;  -160
3;Fabricação de produtos de limpeza e polimento;    72
3;Fabricação de produtos de metal não especificados anteriormente;  -266
3;Fabricação de produtos de minerais não-metálicos não especificados anteriormente;   -40
3;Fabricação de produtos de panificação;  -916
3;Fabricação de produtos de papel para usos doméstico e higiênico-sanitário;    89
3;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório;  -142
3;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;    12
3;Fabricação de produtos de trefilados de metal;  -230
3;Fabricação de produtos derivados do cacau, de chocolates e confeitos;  -775
3;Fabricação de produtos derivados do petróleo, exceto produtos do refino;   -28
3;Fabricação de produtos diversos não especificados anteriormente;  -112
3;Fabricação de produtos do fumo;    16
3;Fabricação de produtos do refino de petróleo;     3
3;Fabricação de produtos farmoquímicos;    22
3;Fabricação de produtos petroquímicos básicos;    28
3;Fabricação de produtos químicos inorgânicos não especificados anteriormente;    17
3;Fabricação de produtos químicos não especificados anteriormente;     6
3;Fabricação de produtos químicos orgânicos não especificados anteriormente;     4
3;Fabricação de refrigerantes e de outras bebidas não-alcoólicas;   -33
3;Fabricação de resinas termofixas;     0
3;Fabricação de resinas termoplásticas;    -3
3;Fabricação de sabões e detergentes sintéticos;    22
3;Fabricação de sorvetes e outros gelados comestíveis;  -187
3;Fabricação de sucos de frutas, hortaliças e legumes;  -265
3;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;   -12
3;Fabricação de tecidos de malha;   -90
3;Fabricação de tecidos especiais, inclusive artefatos;   -58
3;Fabricação de tênis de qualquer material;   -18
3;Fabricação de tintas de impressão;     2
3;Fabricação de tintas, vernizes, esmaltes e lacas;   -47
3;Fabricação de tratores agrícolas;   -23
3;Fabricação de tratores, exceto agrícolas;     8
3;Fabricação de tubos e acessórios de material plástico para uso na construção;   -16
3;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;   -37
3;Fabricação de válvulas, registros e dispositivos semelhantes;  -237
3;Fabricação de veículos militares de combate;    18
3;Fabricação de vidro plano e de segurança;   -73
3;Fabricação de vinho;     1
3;Fiação de fibras artificiais e sintéticas;    17
3;Fornecimento e gestão de recursos humanos para terceiros;    -8
3;Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo;  -525
3;Fundição de ferro e aço;  -197
3;Fundição de metais não-ferrosos e suas ligas;   -62
3;Geração de energia elétrica;    20
3;Gestão de ativos intangíveis não-financeiros;   -53
3;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas;   -18
3;Gestão de instalações de esportes;    -8
3;Gestão de portos e terminais;    56
3;Gestão de redes de esgoto;    10
3;Gestão e administração da propriedade imobiliária;     8
3;Holdings de instituições financeiras;     3
3;Holdings de instituições não-financeiras;   193
3;Horticultura;   810
3;Hotéis e similares; -3016
3;Impressão de jornais, livros, revistas e outras publicações periódicas;  -166
3;Impressão de materiais para outros usos;   -40
3;Impressão de material de segurança;     7
3;Imunização e controle de pragas urbanas;  -289
3;Incorporação de empreendimentos imobiliários;    98
3;Instalação de equipamentos não especificados anteriormente;   -24
3;Instalação de máquinas e equipamentos industriais;  -410
3;Instalações elétricas;  -791
3;Instalações hidráulicas, de sistemas de ventilação e refrigeração;   -60
3;Intermediação na compra, venda e aluguel de imóveis;   -85
3;Justiça;    -8
3;Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;   -41
3;Lavanderias, tinturarias e toalheiros;  -338
3;Limpeza em prédios e em domicílios; -3586
3;Locação de automóveis sem condutor;   123
3;Locação de mão-de-obra temporária; -6520
3;Locação de meios de transporte, exceto automóveis, sem condutor;   -81
3;Manutenção e reparação de aeronaves;   -18
3;Manutenção e reparação de embarcações;   -10
3;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;    -2
3;Manutenção e reparação de equipamentos eletrônicos e ópticos;    -4
3;Manutenção e reparação de máquinas e equipamentos da indústria mecânica;  -737
3;Manutenção e reparação de máquinas e equipamentos elétricos;    31
3;Manutenção e reparação de motocicletas;   -12
3;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;  -229
3;Manutenção e reparação de veículos automotores;  -466
3;Manutenção e reparação de veículos ferroviários;    -2
3;Metalurgia do alumínio e suas ligas;   -24
3;Metalurgia do cobre;   -38
3;Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;     0
3;Metalurgia dos metais preciosos;    -7
3;Moagem de trigo e fabricação de derivados;   -43
3;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;    33
3;Montagem de instalações industriais e de estruturas metálicas; -2627
3;Navegação de apoio;    -3
3;Obras de acabamento;  -764
3;Obras de engenharia civil não especificadas anteriormente;    88
3;Obras de fundações;   -84
3;Obras de instalações em construções não especificadas anteriormente;   104
3;Obras de terraplenagem;   176
3;Obras de urbanização - ruas, praças e calçadas;   279
3;Obras para geração e distribuição de energia elétrica e para telecomunicações;   233
3;Obras portuárias, marítimas e fluviais;    42
3;Operadoras de televisão por assinatura por cabo;  -122
3;Operadoras de televisão por assinatura por satélite;     7
3;Operadores turísticos;  -105
3;Organismos internacionais e outras instituições extraterritoriais;   -10
3;Outras atividades de prestação de serviços de informação não especificadas anteriormente;     9
3;Outras atividades de serviços financeiros não especificadas anteriormente;   -19
3;Outras atividades de telecomunicações;    31
3;Outras sociedades de participação, exceto holdings;    18
3;Outros tipos de alojamento não especificados anteriormente;  -124
3;Parques de diversão e parques temáticos;  -358
3;Perfurações e sondagens;   -20
3;Pesca em água doce;     0
3;Pesca em água salgada;   -27
3;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;    23
3;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;   -19
3;Pesquisas de mercado e de opinião pública;    24
3;Planos de saúde;   322
3;Portais, provedores de conteúdo e outros serviços de informação na internet;    37
3;Preparação do leite;     5
3;Preparação e fiação de fibras de algodão;   -86
3;Preparação e fiação de fibras têxteis naturais, exceto algodão;    14
3;Preservação do pescado e fabricação de produtos do pescado;   -33
3;Previdência complementar aberta;    -3
3;Previdência complementar fechada;     0
3;"Produção de artefatos estampados de metal; metalurgia do pó";  -158
3;Produção de ferroligas;    -5
3;Produção de forjados de aço e de metais não-ferrosos e suas ligas;    18
3;"Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas";     3
3;Produção de laminados longos de aço;    22
3;Produção de laminados planos de aço;   -15
3;Produção de mudas e outras formas de propagação vegetal, certificadas;     8
3;Produção de outros tubos de ferro e aço;     3
3;Produção de relaminados, trefilados e perfilados de aço;    22
3;Produção de sementes certificadas;    32
3;Produção de semi-acabados de aço;    -3
3;Produção de tubos de aço com costura;  -152
3;Produção e distribuição de vapor, água quente e ar condicionado;     1
3;Produção florestal - florestas nativas;   -15
3;Produção florestal - florestas plantadas;    -2
3;Programadoras e atividades relacionadas à televisão por assinatura;    30
3;Recondicionamento e recuperação de motores para veículos automotores;    -1
3;Recuperação de materiais metálicos;     3
3;Recuperação de materiais não especificados anteriormente;    -7
3;Recuperação de materiais plásticos;    -9
3;Reforma de pneumáticos usados;   -21
3;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;    45
3;Regulação das atividades econômicas;   -32
3;Reparação e manutenção de computadores e de equipamentos periféricos;   -86
3;Reparação e manutenção de equipamentos de comunicação;   -36
3;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico;  -111
3;Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente;  -118
3;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;     3
3;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;   -11
3;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;     9
3;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;     4
3;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;   -18
3;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;    25
3;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;   -25
3;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;   -54
3;Representantes comerciais e agentes do comércio de veículos automotores;   -78
3;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;   -36
3;Reprodução de materiais gravados em qualquer suporte;     6
3;Resseguros;     2
3;Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas;-22767
3;Securitização de créditos;    -5
3;Seguros de vida;   -13
3;Seguros não-vida;    68
3;Seguros-saúde;    28
3;Seleção e agenciamento de mão-de-obra;   118
3;Serviços ambulantes de alimentação;   -55
3;Serviços combinados de escritório e apoio administrativo;  -561
3;Serviços combinados para apoio a edifícios, exceto condomínios prediais;  1071
3;Serviços de acabamentos gráficos;   -48
3;Serviços de arquitetura;    27
3;Serviços de assistência social sem alojamento;   413
3;Serviços de catering, bufê e outros serviços de comida preparada; -4085
3;Serviços de engenharia;   232
3;Serviços de pré-impressão;   -31
3;Serviços de preparação do terreno não especificados anteriormente;    -6
3;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;    20
3;Serviços de reservas e outros serviços de turismo não especificados anteriormente;   -68
3;Serviços de usinagem, solda, tratamento e revestimento em metais;  -170
3;Serviços domésticos;    -1
3;Serviços especializados para construção não especificados anteriormente;   120
3;Serviços móveis de atendimento a urgências;    22
3;Sociedades de capitalização;     0
3;Sociedades de crédito ao microempreendedor;     6
3;Sociedades de crédito, financiamento e investimento - financeiras;    49
3;Sociedades de fomento mercantil - factoring;   -36
3;Suporte técnico, manutenção e outros serviços em tecnologia da informação;  -420
3;Tecelagem de fios de algodão;    48
3;Tecelagem de fios de fibras artificiais e sintéticas;     6
3;Tecelagem de fios de fibras têxteis naturais, exceto algodão;    -6
3;Telecomunicações por fio;   169
3;Telecomunicações por satélite;    -4
3;Telecomunicações sem fio;   -11
3;Terminais rodoviários e ferroviários;   -30
3;Testes e análises técnicas;  -160
3;Torrefação e moagem de café;    -9
3;Transmissão de energia elétrica;    -8
3;Transporte aéreo de carga;   -21
3;Transporte aéreo de passageiros não-regular;   -10
3;Transporte aéreo de passageiros regular;   111
3;Transporte dutoviário;    -3
3;Transporte escolar;  -298
3;Transporte ferroviário de carga;     9
3;Transporte marítimo de cabotagem;     2
3;Transporte marítimo de longo curso;     1
3;Transporte metroferroviário de passageiros;   -58
3;Transporte por navegação de travessia;     2
3;Transporte por navegação interior de carga;     5
3;Transporte por navegação interior de passageiros em linhas regulares;    -1
3;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional;  -445
3;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana;  -600
3;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente;   415
3;Transporte rodoviário de carga;  4802
3;Transporte rodoviário de táxi;   -24
3;Transportes aquaviários não especificados anteriormente;    -7
3;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;  -202
3;Tratamento e disposição de resíduos não-perigosos;   -42
3;Tratamento e disposição de resíduos perigosos;    -9
3;Trens turísticos, teleféricos e similares;     1
4;Abate de reses, exceto suínos;  -172
4;Abate de suínos, aves e outros pequenos animais;   202
4;Acabamentos em fios, tecidos e artefatos têxteis;  -688
4;Administração de bolsas e mercados de balcão organizados;    20
4;Administração de cartões de crédito;    30
4;Administração de consórcios para aquisição de bens e direitos;  -405
4;Administração pública em geral;    20
4;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;   -87
4;Agências de notícias;   -18
4;Agências de publicidade;  -477
4;Agências de viagens; -2206
4;Aluguel de equipamentos recreativos e esportivos;   -52
4;Aluguel de fitas de vídeo, DVDs e similares;   -30
4;Aluguel de máquinas e equipamentos agrícolas sem operador;   103
4;Aluguel de máquinas e equipamentos não especificados anteriormente;  -894
4;Aluguel de máquinas e equipamentos para construção sem operador;  -262
4;Aluguel de máquinas e equipamentos para escritório;  -111
4;Aluguel de objetos do vestuário, jóias e acessórios;  -115
4;Aluguel de objetos pessoais e domésticos não especificados anteriormente;  -475
4;Aparelhamento e outros trabalhos em pedras;   -97
4;Aqüicultura em água doce;   -40
4;Aqüicultura em água salgada e salobra;    -2
4;Armazenamento;  -487
4;Arrendamento mercantil;     1
4;Artes cênicas, espetáculos e atividades complementares;  -144
4;Atividades associativas não especificadas anteriormente;  -292
4;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;     5
4;Atividades auxiliares dos serviços financeiros não especificadas anteriormente;  -552
4;Atividades auxiliares dos transportes aéreos; -2195
4;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;    -4
4;Atividades auxiliares dos transportes terrestres não especificadas anteriormente;  -120
4;Atividades de administração de fundos por contrato ou comissão;    10
4;Atividades de agenciamento marítimo;    15
4;Atividades de apoio à agricultura;  2024
4;Atividades de apoio à educação;    -5
4;Atividades de apoio à extração de minerais, exceto petróleo e gás natural;    -5
4;Atividades de apoio à extração de petróleo e gás natural;    -1
4;Atividades de apoio à gestão de saúde;   617
4;Atividades de apoio à pecuária;    27
4;Atividades de apoio à produção florestal;   -78
4;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;   201
4;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;    15
4;Atividades de assistência social prestadas em residências coletivas e particulares;   -51
4;Atividades de associações de defesa de direitos sociais; -2093
4;Atividades de atenção à saúde humana não especificadas anteriormente;   645
4;Atividades de atenção ambulatorial executadas por médicos e odontólogos; -1889
4;Atividades de atendimento hospitalar;  5225
4;Atividades de bibliotecas e arquivos;     1
4;Atividades de cobrança e informações cadastrais; -2096
4;Atividades de condicionamento físico; -2059
4;Atividades de consultoria em gestão empresarial;   428
4;Atividades de contabilidade, consultoria e auditoria contábil e tributária; -1457
4;Atividades de Correio;  -289
4;Atividades de ensino não especificadas anteriormente; -1791
4;Atividades de exibição cinematográfica;  -363
4;Atividades de exploração de jogos de azar e apostas;    -4
4;Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio;   -27
4;Atividades de gravação de som e de edição de música;   -11
4;Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias;   -90
4;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental;    -3
4;Atividades de limpeza não especificadas anteriormente;  -471
4;Atividades de malote e de entrega;  -258
4;Atividades de monitoramento de sistemas de segurança;  -383
4;Atividades de museus e de exploração, restauração artística e conservação de lugares e prédios históricos e atrações similares;   -28
4;Atividades de organização de eventos, exceto culturais e esportivos; -1195
4;Atividades de organizações associativas ligadas à cultura e à arte;   -25
4;Atividades de organizações associativas patronais e empresariais;  -251
4;Atividades de organizações associativas profissionais;   -28
4;Atividades de organizações políticas;    -1
4;Atividades de organizações religiosas;  -556
4;Atividades de organizações sindicais;  -153
4;Atividades de pós-colheita;   -57
4;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão;   -23
4;Atividades de produção cinematográfica, de vídeos e de programas de televisão;  -163
4;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;   670
4;Atividades de publicidade não especificadas anteriormente; -1725
4;Atividades de rádio;   -85
4;Atividades de recreação e lazer não especificadas anteriormente;  -514
4;Atividades de serviços de complementação diagnóstica e terapêutica; -1114
4;Atividades de serviços pessoais não especificadas anteriormente;  -416
4;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente; -1949
4;Atividades de teleatendimento; -8773
4;Atividades de televisão aberta;  -131
4;Atividades de transporte de valores;  -154
4;Atividades de vigilância e segurança privada; -1507
4;Atividades esportivas não especificadas anteriormente;  -122
4;Atividades fotográficas e similares;  -408
4;Atividades funerárias e serviços relacionados;  -132
4;Atividades imobiliárias de imóveis próprios;  -160
4;Atividades jurídicas, exceto cartórios;  -609
4;Atividades paisagísticas;  -202
4;Atividades profissionais, científicas e técnicas não especificadas anteriormente;  -775
4;Atividades relacionadas a esgoto, exceto a gestão de redes;   -20
4;Atividades relacionadas à organização do transporte de carga;  -684
4;Atividades técnicas relacionadas à arquitetura e engenharia;  -272
4;Atividades veterinárias;   -94
4;Avaliação de riscos e perdas;   -62
4;Bancos comerciais;    21
4;Bancos de investimento;    -1
4;Bancos múltiplos, com carteira comercial;    51
4;Bancos múltiplos, sem carteira comercial;    12
4;Beneficiamento de arroz e fabricação de produtos do arroz;    16
4;Cabeleireiros e outras atividades de tratamento de beleza; -1422
4;Caixas econômicas;    -2
4;Captação, tratamento e distribuição de água;   -46
4;Carga e descarga;  -327
4;Cartórios;  -763
4;Clubes sociais, esportivos e similares;  -746
4;Coleta de resíduos não-perigosos;    29
4;Coleta de resíduos perigosos;   -15
4;Comércio a varejo e por atacado de veículos automotores; -3831
4;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;  -410
4;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";  -360
4;Comércio atacadista de artigos do vestuário e acessórios;  -721
4;Comércio atacadista de bebidas;  -641
4;Comércio atacadista de café em grão;     4
4;Comércio atacadista de calçados e artigos de viagem;  -130
4;Comércio atacadista de carnes, produtos da carne e pescado;  -345
4;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;   -53
4;Comércio atacadista de cimento;   -20
4;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;  -145
4;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;  -124
4;Comércio atacadista de computadores, periféricos e suprimentos de informática;  -101
4;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal; -1018
4;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;  -118
4;Comércio atacadista de energia elétrica;     7
4;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente; -1305
4;Comércio atacadista de ferragens e ferramentas;  -282
4;Comércio atacadista de gás liqüefeito de petróleo (GLP);    12
4;Comércio atacadista de hortifrutigranjeiros;  -330
4;Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico;  -269
4;Comércio atacadista de leite e laticínios;   -64
4;Comércio atacadista de madeira e produtos derivados;  -103
4;"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças";  -143
4;"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";  -479
4;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";  -343
4;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";    94
4;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças";   -50
4;"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças";     5
4;Comércio atacadista de material elétrico;  -164
4;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;    -9
4;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;  -231
4;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;  -250
4;Comércio atacadista de papel e papelão em bruto e de embalagens;  -300
4;Comércio atacadista de produtos alimentícios em geral;  -497
4;Comércio atacadista de produtos do fumo;   -14
4;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;    59
4;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;   -79
4;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;  -215
4;Comércio atacadista de resíduos e sucatas;  -629
4;Comércio atacadista de soja;  -106
4;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;  -303
4;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;  -543
4;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;  -889
4;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;  -343
4;Comércio de peças e acessórios para veículos automotores; -3884
4;Comércio por atacado e a varejo de motocicletas, peças e acessórios;  -385
4;Comércio varejista de artigos de óptica; -1006
4;Comércio varejista de artigos de uso doméstico não especificados anteriormente; -1432
4;Comércio varejista de artigos do vestuário e acessórios; -9886
4;Comércio varejista de artigos médicos e ortopédicos;  -169
4;Comércio varejista de artigos recreativos e esportivos; -1197
4;Comércio varejista de artigos usados;   -91
4;Comércio varejista de bebidas;  -450
4;Comércio varejista de calçados e artigos de viagem; -2515
4;Comércio varejista de carnes e pescados - açougues e peixarias;  -331
4;Comércio varejista de combustíveis para veículos automotores; -2632
4;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal; -1811
4;Comércio varejista de discos, CDs, DVDs e fitas;   -34
4;Comércio varejista de ferragens, madeira e materiais de construção; -4224
4;Comércio varejista de gás liqüefeito de petróleo (GLP);   -58
4;Comércio varejista de hortifrutigranjeiros;   -15
4;Comércio varejista de jóias e relógios;  -792
4;Comércio varejista de livros, jornais, revistas e papelaria; -1441
4;Comércio varejista de lubrificantes;   -62
4;Comércio varejista de material elétrico;  -558
4;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados;   953
4;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;  -777
4;Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios; -2201
4;Comércio varejista de outros produtos novos não especificados anteriormente; -4637
4;"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo"; -1837
4;Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes; -3750
4;Comércio varejista de produtos farmacêuticos para uso humano e veterinário;  -796
4;Comércio varejista de tintas e materiais para pintura;  -310
4;Comércio varejista de vidros;  -316
4;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo; -1418
4;Comércio varejista especializado de equipamentos de telefonia e comunicação;  -994
4;Comércio varejista especializado de equipamentos e suprimentos de informática;  -777
4;Comércio varejista especializado de instrumentos musicais e acessórios;   -56
4;Comércio varejista especializado de móveis, colchoaria e artigos de iluminação; -1954
4;Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação;  -460
4;Comércio varejista especializado de tecidos e artigos de cama, mesa e banho;  -875
4;Concessionárias de rodovias, pontes, túneis e serviços relacionados;   -23
4;Condomínios prediais; -2045
4;Confecção de peças do vestuário, exceto roupas íntimas; -6331
4;Confecção de roupas íntimas;  -990
4;Confecção de roupas profissionais;  -121
4;Construção de edifícios; -3997
4;Construção de embarcações e estruturas flutuantes;    -7
4;Construção de embarcações para esporte e lazer;   -89
4;Construção de obras-de-arte especiais;  -627
4;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas;   -93
4;Construção de redes de transportes por dutos, exceto para água e esgoto;   -37
4;Construção de rodovias e ferrovias;  -503
4;Consultoria em tecnologia da informação;  -462
4;Corretores e agentes de seguros, de planos de previdência complementar e de saúde;  -558
4;Crédito cooperativo;   -46
4;Criação artística;   -50
4;Criação de animais não especificados anteriormente;   -57
4;Criação de aves;   169
4;Criação de bovinos;  -861
4;Criação de caprinos e ovinos;   -16
4;Criação de outros animais de grande porte;   -34
4;Criação de suínos;    57
4;Cultivo de algodão herbáceo e de outras fibras de lavoura temporária;   -97
4;Cultivo de cacau;    41
4;Cultivo de café;  2553
4;Cultivo de cana-de-açúcar;  2455
4;Cultivo de cereais;  -615
4;Cultivo de flores e plantas ornamentais;  -514
4;Cultivo de frutas de lavoura permanente, exceto laranja e uva; -1356
4;Cultivo de fumo;     1
4;Cultivo de laranja; -1083
4;Cultivo de oleaginosas de lavoura temporária, exceto soja;   -28
4;Cultivo de plantas de lavoura permanente não especificadas anteriormente;  -126
4;Cultivo de plantas de lavoura temporária não especificadas anteriormente;  -406
4;Cultivo de soja; -1226
4;Cultivo de uva;  -167
4;Curtimento e outras preparações de couro;  -272
4;Demolição e preparação de canteiros de obras;   -51
4;Descontaminação e outros serviços de gestão de resíduos;    -2
4;Desdobramento de madeira;   -25
4;Desenvolvimento de programas de computador sob encomenda;  -361
4;Desenvolvimento e licenciamento de programas de computador customizáveis;  -443
4;Desenvolvimento e licenciamento de programas de computador não-customizáveis;  -391
4;Design e decoração de interiores;   -36
4;Distribuição cinematográfica, de vídeo e de programas de televisão;     5
4;Distribuição de energia elétrica;   -24
4;Edição de cadastros, listas e outros produtos gráficos;   -28
4;Edição de jornais;   -42
4;Edição de livros;   -99
4;Edição de revistas;   -55
4;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;  -240
4;Edição integrada à impressão de jornais;   -16
4;Edição integrada à impressão de livros;   -80
4;Edição integrada à impressão de revistas;   -53
4;Educação infantil - creche;  -699
4;Educação infantil - pré-escola;  -908
4;Educação profissional de nível técnico;  -104
