mes;cnae_classe;regiao_administrativa;saldo
3;Atividades profissionais, científicas e técnicas não especificadas anteriormente;Marília;     3
3;Atividades profissionais, científicas e técnicas não especificadas anteriormente;Presidente Prudente;     2
3;Atividades profissionais, científicas e técnicas não especificadas anteriormente;Região Administrativa Central;     2
3;Atividades profissionais, científicas e técnicas não especificadas anteriormente;Registro;     2
3;Atividades profissionais, científicas e técnicas não especificadas anteriormente;Ribeirão Preto;     1
3;Atividades profissionais, científicas e técnicas não especificadas anteriormente;Santos;   -36
3;Atividades profissionais, científicas e técnicas não especificadas anteriormente;São José do Rio Preto;     0
3;Atividades profissionais, científicas e técnicas não especificadas anteriormente;São José dos Campos;  -124
3;Atividades profissionais, científicas e técnicas não especificadas anteriormente;São Paulo;   104
3;Atividades profissionais, científicas e técnicas não especificadas anteriormente;Sorocaba;     5
3;Atividades relacionadas a esgoto, exceto a gestão de redes;Araçatuba;     0
3;Atividades relacionadas a esgoto, exceto a gestão de redes;Bauru;     4
3;Atividades relacionadas a esgoto, exceto a gestão de redes;Campinas;     5
3;Atividades relacionadas a esgoto, exceto a gestão de redes;Presidente Prudente;     1
3;Atividades relacionadas a esgoto, exceto a gestão de redes;Registro;     2
3;Atividades relacionadas a esgoto, exceto a gestão de redes;Santos;     0
3;Atividades relacionadas a esgoto, exceto a gestão de redes;São José do Rio Preto;     1
3;Atividades relacionadas a esgoto, exceto a gestão de redes;São José dos Campos;    -3
3;Atividades relacionadas a esgoto, exceto a gestão de redes;São Paulo;     1
3;Atividades relacionadas a esgoto, exceto a gestão de redes;Sorocaba;    -1
3;Atividades relacionadas à organização do transporte de carga;Bauru;    -1
3;Atividades relacionadas à organização do transporte de carga;Campinas;   -59
3;Atividades relacionadas à organização do transporte de carga;Franca;     7
3;Atividades relacionadas à organização do transporte de carga;Região Administrativa Central;   -35
3;Atividades relacionadas à organização do transporte de carga;Ribeirão Preto;     1
3;Atividades relacionadas à organização do transporte de carga;Santos;    -6
3;Atividades relacionadas à organização do transporte de carga;São José do Rio Preto;    -2
3;Atividades relacionadas à organização do transporte de carga;São José dos Campos;   -15
3;Atividades relacionadas à organização do transporte de carga;São Paulo;   -82
3;Atividades relacionadas à organização do transporte de carga;Sorocaba;    -1
3;Atividades técnicas relacionadas à arquitetura e engenharia;Araçatuba;    -3
3;Atividades técnicas relacionadas à arquitetura e engenharia;Barretos;    80
3;Atividades técnicas relacionadas à arquitetura e engenharia;Bauru;     0
3;Atividades técnicas relacionadas à arquitetura e engenharia;Campinas;    -7
3;Atividades técnicas relacionadas à arquitetura e engenharia;Franca;    -1
3;Atividades técnicas relacionadas à arquitetura e engenharia;Itapeva;     0
3;Atividades técnicas relacionadas à arquitetura e engenharia;Marília;    -5
3;Atividades técnicas relacionadas à arquitetura e engenharia;Presidente Prudente;   -19
3;Atividades técnicas relacionadas à arquitetura e engenharia;Região Administrativa Central;    -2
3;Atividades técnicas relacionadas à arquitetura e engenharia;Ribeirão Preto;     7
3;Atividades técnicas relacionadas à arquitetura e engenharia;Santos;    -6
3;Atividades técnicas relacionadas à arquitetura e engenharia;São José do Rio Preto;     1
3;Atividades técnicas relacionadas à arquitetura e engenharia;São José dos Campos;   -13
3;Atividades técnicas relacionadas à arquitetura e engenharia;São Paulo;  -178
3;Atividades técnicas relacionadas à arquitetura e engenharia;Sorocaba;    -3
3;Atividades veterinárias;Araçatuba;     2
3;Atividades veterinárias;Barretos;     1
3;Atividades veterinárias;Bauru;     0
3;Atividades veterinárias;Campinas;    15
3;Atividades veterinárias;Franca;     2
3;Atividades veterinárias;Itapeva;     1
3;Atividades veterinárias;Marília;     1
3;Atividades veterinárias;Presidente Prudente;     3
3;Atividades veterinárias;Região Administrativa Central;    -4
3;Atividades veterinárias;Ribeirão Preto;     2
3;Atividades veterinárias;Santos;     2
3;Atividades veterinárias;São José do Rio Preto;     4
3;Atividades veterinárias;São José dos Campos;    -8
3;Atividades veterinárias;São Paulo;    20
3;Atividades veterinárias;Sorocaba;    -8
3;Avaliação de riscos e perdas;Bauru;     1
3;Avaliação de riscos e perdas;Campinas;    -5
3;Avaliação de riscos e perdas;Ribeirão Preto;     3
3;Avaliação de riscos e perdas;São José do Rio Preto;    -1
3;Avaliação de riscos e perdas;São José dos Campos;    -1
3;Avaliação de riscos e perdas;São Paulo;   -12
3;Bancos comerciais;São Paulo;    19
3;Bancos de investimento;São Paulo;    -6
3;Bancos múltiplos, com carteira comercial;Araçatuba;    -5
3;Bancos múltiplos, com carteira comercial;Barretos;    -3
3;Bancos múltiplos, com carteira comercial;Bauru;     2
3;Bancos múltiplos, com carteira comercial;Campinas;   -28
3;Bancos múltiplos, com carteira comercial;Franca;     0
3;Bancos múltiplos, com carteira comercial;Itapeva;    -3
3;Bancos múltiplos, com carteira comercial;Marília;     1
3;Bancos múltiplos, com carteira comercial;Presidente Prudente;    -5
3;Bancos múltiplos, com carteira comercial;Região Administrativa Central;    -9
3;Bancos múltiplos, com carteira comercial;Registro;     1
3;Bancos múltiplos, com carteira comercial;Ribeirão Preto;    -3
3;Bancos múltiplos, com carteira comercial;Santos;    -8
3;Bancos múltiplos, com carteira comercial;São José do Rio Preto;     1
3;Bancos múltiplos, com carteira comercial;São José dos Campos;    -6
3;Bancos múltiplos, com carteira comercial;São Paulo;   167
3;Bancos múltiplos, com carteira comercial;Sorocaba;   -11
3;Bancos múltiplos, sem carteira comercial;São Paulo;    12
3;Beneficiamento de arroz e fabricação de produtos do arroz;Campinas;    -1
3;Beneficiamento de arroz e fabricação de produtos do arroz;Marília;    -3
3;Beneficiamento de arroz e fabricação de produtos do arroz;Presidente Prudente;     0
3;Beneficiamento de arroz e fabricação de produtos do arroz;Região Administrativa Central;    -1
3;Beneficiamento de arroz e fabricação de produtos do arroz;São José dos Campos;    -1
3;Beneficiamento de arroz e fabricação de produtos do arroz;São Paulo;     0
3;Cabeleireiros e outras atividades de tratamento de beleza;Araçatuba;    -5
3;Cabeleireiros e outras atividades de tratamento de beleza;Barretos;    -1
3;Cabeleireiros e outras atividades de tratamento de beleza;Bauru;   -17
3;Cabeleireiros e outras atividades de tratamento de beleza;Campinas;  -117
3;Cabeleireiros e outras atividades de tratamento de beleza;Franca;    -6
3;Cabeleireiros e outras atividades de tratamento de beleza;Itapeva;     2
3;Cabeleireiros e outras atividades de tratamento de beleza;Marília;     9
3;Cabeleireiros e outras atividades de tratamento de beleza;Presidente Prudente;     2
3;Cabeleireiros e outras atividades de tratamento de beleza;Região Administrativa Central;   -27
3;Cabeleireiros e outras atividades de tratamento de beleza;Ribeirão Preto;   -26
3;Cabeleireiros e outras atividades de tratamento de beleza;Santos;   -36
3;Cabeleireiros e outras atividades de tratamento de beleza;São José do Rio Preto;   -29
3;Cabeleireiros e outras atividades de tratamento de beleza;São José dos Campos;   -21
3;Cabeleireiros e outras atividades de tratamento de beleza;São Paulo;  -324
3;Cabeleireiros e outras atividades de tratamento de beleza;Sorocaba;   -11
3;Caixas econômicas;Bauru;    -1
3;Caixas econômicas;São Paulo;     0
3;Captação, tratamento e distribuição de água;Araçatuba;    -2
3;Captação, tratamento e distribuição de água;Bauru;     3
3;Captação, tratamento e distribuição de água;Campinas;    21
3;Captação, tratamento e distribuição de água;Itapeva;    -1
3;Captação, tratamento e distribuição de água;Presidente Prudente;     0
3;Captação, tratamento e distribuição de água;Região Administrativa Central;     5
3;Captação, tratamento e distribuição de água;Ribeirão Preto;    -3
3;Captação, tratamento e distribuição de água;Santos;    -1
3;Captação, tratamento e distribuição de água;São José do Rio Preto;    -1
3;Captação, tratamento e distribuição de água;São José dos Campos;    -1
3;Captação, tratamento e distribuição de água;São Paulo;   -19
3;Captação, tratamento e distribuição de água;Sorocaba;     9
3;Carga e descarga;Araçatuba;    20
3;Carga e descarga;Barretos;   115
3;Carga e descarga;Bauru;    -1
3;Carga e descarga;Campinas;    19
3;Carga e descarga;Franca;     0
3;Carga e descarga;Itapeva;     1
3;Carga e descarga;Marília;    -8
3;Carga e descarga;Presidente Prudente;    80
3;Carga e descarga;Região Administrativa Central;     3
3;Carga e descarga;Ribeirão Preto;    -4
3;Carga e descarga;Santos;    -1
3;Carga e descarga;São José do Rio Preto;    50
3;Carga e descarga;São José dos Campos;    -3
3;Carga e descarga;São Paulo;   426
3;Carga e descarga;Sorocaba;     5
3;Cartórios;Araçatuba;    -2
3;Cartórios;Campinas;    -3
3;Cartórios;Franca;   -19
3;Cartórios;Marília;     2
3;Cartórios;Presidente Prudente;    -2
3;Cartórios;Registro;     0
3;Cartórios;Ribeirão Preto;     1
3;Cartórios;Santos;     1
3;Cartórios;São José do Rio Preto;    -2
3;Cartórios;São José dos Campos;     0
3;Cartórios;São Paulo;   342
3;Cartórios;Sorocaba;     3
3;Clubes sociais, esportivos e similares;Araçatuba;    -2
3;Clubes sociais, esportivos e similares;Barretos;     6
3;Clubes sociais, esportivos e similares;Bauru;   -33
3;Clubes sociais, esportivos e similares;Campinas;    12
3;Clubes sociais, esportivos e similares;Franca;    -3
3;Clubes sociais, esportivos e similares;Itapeva;    -1
3;Clubes sociais, esportivos e similares;Marília;    -4
3;Clubes sociais, esportivos e similares;Presidente Prudente;     7
3;Clubes sociais, esportivos e similares;Região Administrativa Central;     5
3;Clubes sociais, esportivos e similares;Registro;    -3
3;Clubes sociais, esportivos e similares;Ribeirão Preto;   -38
3;Clubes sociais, esportivos e similares;Santos;    26
3;Clubes sociais, esportivos e similares;São José do Rio Preto;    -5
3;Clubes sociais, esportivos e similares;São José dos Campos;   -23
3;Clubes sociais, esportivos e similares;São Paulo;   -95
3;Clubes sociais, esportivos e similares;Sorocaba;   -31
3;Coleta de resíduos não-perigosos;Araçatuba;    52
3;Coleta de resíduos não-perigosos;Barretos;     1
3;Coleta de resíduos não-perigosos;Bauru;    -2
3;Coleta de resíduos não-perigosos;Campinas;    49
3;Coleta de resíduos não-perigosos;Franca;     6
3;Coleta de resíduos não-perigosos;Itapeva;     6
3;Coleta de resíduos não-perigosos;Marília;    -1
3;Coleta de resíduos não-perigosos;Presidente Prudente;     0
3;Coleta de resíduos não-perigosos;Região Administrativa Central;    20
3;Coleta de resíduos não-perigosos;Ribeirão Preto;    -7
3;Coleta de resíduos não-perigosos;Santos;    73
3;Coleta de resíduos não-perigosos;São José do Rio Preto;    16
3;Coleta de resíduos não-perigosos;São José dos Campos;   -18
3;Coleta de resíduos não-perigosos;São Paulo;   120
3;Coleta de resíduos não-perigosos;Sorocaba;    29
3;Coleta de resíduos perigosos;Bauru;    -1
3;Coleta de resíduos perigosos;Campinas;   -10
3;Coleta de resíduos perigosos;Franca;    -1
3;Coleta de resíduos perigosos;Região Administrativa Central;     0
3;Coleta de resíduos perigosos;Ribeirão Preto;     1
3;Coleta de resíduos perigosos;Santos;     0
3;Coleta de resíduos perigosos;São José dos Campos;    36
3;Coleta de resíduos perigosos;São Paulo;   -10
3;Coleta de resíduos perigosos;Sorocaba;    15
3;Comércio a varejo e por atacado de veículos automotores;Araçatuba;     5
3;Comércio a varejo e por atacado de veículos automotores;Barretos;     4
3;Comércio a varejo e por atacado de veículos automotores;Bauru;   -23
3;Comércio a varejo e por atacado de veículos automotores;Campinas;   -93
3;Comércio a varejo e por atacado de veículos automotores;Franca;    -2
3;Comércio a varejo e por atacado de veículos automotores;Itapeva;     1
3;Comércio a varejo e por atacado de veículos automotores;Marília;   -15
3;Comércio a varejo e por atacado de veículos automotores;Presidente Prudente;    13
3;Comércio a varejo e por atacado de veículos automotores;Região Administrativa Central;     1
3;Comércio a varejo e por atacado de veículos automotores;Registro;     3
3;Comércio a varejo e por atacado de veículos automotores;Ribeirão Preto;    -6
3;Comércio a varejo e por atacado de veículos automotores;Santos;    -7
3;Comércio a varejo e por atacado de veículos automotores;São José do Rio Preto;   -13
3;Comércio a varejo e por atacado de veículos automotores;São José dos Campos;   -60
3;Comércio a varejo e por atacado de veículos automotores;São Paulo;  -574
3;Comércio a varejo e por atacado de veículos automotores;Sorocaba;    -8
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Araçatuba;     6
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Barretos;     6
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Bauru;     2
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Campinas;   -42
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Franca;     1
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Itapeva;   -41
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Marília;   -27
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Presidente Prudente;     0
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Região Administrativa Central;     7
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Ribeirão Preto;     9
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Santos;   -22
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;São José do Rio Preto;     8
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;São José dos Campos;    -3
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;São Paulo;    -9
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;Sorocaba;     1
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";Araçatuba;    -2
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";Bauru;     8
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";Campinas;    -8
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";Franca;     0
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";Presidente Prudente;    -1
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";Região Administrativa Central;   -39
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";Ribeirão Preto;     3
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";Santos;    -6
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";São José do Rio Preto;     4
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";São José dos Campos;    -2
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";São Paulo;   -76
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";Sorocaba;     2
3;Comércio atacadista de artigos do vestuário e acessórios;Araçatuba;     2
3;Comércio atacadista de artigos do vestuário e acessórios;Barretos;    -1
3;Comércio atacadista de artigos do vestuário e acessórios;Bauru;    -1
3;Comércio atacadista de artigos do vestuário e acessórios;Campinas;   -25
3;Comércio atacadista de artigos do vestuário e acessórios;Franca;     0
3;Comércio atacadista de artigos do vestuário e acessórios;Itapeva;    -1
3;Comércio atacadista de artigos do vestuário e acessórios;Marília;    -1
3;Comércio atacadista de artigos do vestuário e acessórios;Região Administrativa Central;    -3
3;Comércio atacadista de artigos do vestuário e acessórios;Registro;     1
3;Comércio atacadista de artigos do vestuário e acessórios;Ribeirão Preto;     0
3;Comércio atacadista de artigos do vestuário e acessórios;Santos;    -4
3;Comércio atacadista de artigos do vestuário e acessórios;São José do Rio Preto;     0
3;Comércio atacadista de artigos do vestuário e acessórios;São José dos Campos;     0
3;Comércio atacadista de artigos do vestuário e acessórios;São Paulo;  -407
3;Comércio atacadista de artigos do vestuário e acessórios;Sorocaba;   -13
3;Comércio atacadista de bebidas;Araçatuba;    -1
3;Comércio atacadista de bebidas;Barretos;     1
3;Comércio atacadista de bebidas;Bauru;    -5
3;Comércio atacadista de bebidas;Campinas;   -17
3;Comércio atacadista de bebidas;Franca;    12
3;Comércio atacadista de bebidas;Itapeva;    -5
3;Comércio atacadista de bebidas;Marília;     0
3;Comércio atacadista de bebidas;Presidente Prudente;    -1
3;Comércio atacadista de bebidas;Região Administrativa Central;     1
3;Comércio atacadista de bebidas;Registro;     1
3;Comércio atacadista de bebidas;Ribeirão Preto;     3
3;Comércio atacadista de bebidas;Santos;    -3
3;Comércio atacadista de bebidas;São José do Rio Preto;    -4
3;Comércio atacadista de bebidas;São José dos Campos;    -8
3;Comércio atacadista de bebidas;São Paulo;   -43
3;Comércio atacadista de bebidas;Sorocaba;    12
3;Comércio atacadista de café em grão;Campinas;   -11
3;Comércio atacadista de café em grão;Franca;     0
3;Comércio atacadista de café em grão;Itapeva;     0
3;Comércio atacadista de café em grão;Marília;     6
3;Comércio atacadista de café em grão;Santos;     1
3;Comércio atacadista de café em grão;São José do Rio Preto;    -1
3;Comércio atacadista de café em grão;São Paulo;     1
3;Comércio atacadista de calçados e artigos de viagem;Araçatuba;    -3
3;Comércio atacadista de calçados e artigos de viagem;Bauru;    -2
3;Comércio atacadista de calçados e artigos de viagem;Campinas;    -4
3;Comércio atacadista de calçados e artigos de viagem;Franca;    -1
3;Comércio atacadista de calçados e artigos de viagem;Marília;    -2
3;Comércio atacadista de calçados e artigos de viagem;Ribeirão Preto;    -4
3;Comércio atacadista de calçados e artigos de viagem;São José do Rio Preto;    -2
3;Comércio atacadista de calçados e artigos de viagem;São Paulo;   -64
3;Comércio atacadista de calçados e artigos de viagem;Sorocaba;    -1
3;Comércio atacadista de carnes, produtos da carne e pescado;Barretos;     3
3;Comércio atacadista de carnes, produtos da carne e pescado;Bauru;   -13
3;Comércio atacadista de carnes, produtos da carne e pescado;Campinas;     2
3;Comércio atacadista de carnes, produtos da carne e pescado;Franca;     5
3;Comércio atacadista de carnes, produtos da carne e pescado;Itapeva;    -1
3;Comércio atacadista de carnes, produtos da carne e pescado;Marília;     2
3;Comércio atacadista de carnes, produtos da carne e pescado;Presidente Prudente;    -6
3;Comércio atacadista de carnes, produtos da carne e pescado;Região Administrativa Central;    -5
3;Comércio atacadista de carnes, produtos da carne e pescado;Ribeirão Preto;    -3
3;Comércio atacadista de carnes, produtos da carne e pescado;Santos;   -10
3;Comércio atacadista de carnes, produtos da carne e pescado;São José do Rio Preto;     0
3;Comércio atacadista de carnes, produtos da carne e pescado;São José dos Campos;    -3
3;Comércio atacadista de carnes, produtos da carne e pescado;São Paulo;   -36
3;Comércio atacadista de carnes, produtos da carne e pescado;Sorocaba;    -3
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Araçatuba;     3
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Barretos;     2
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Bauru;     8
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Campinas;     3
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Franca;   -12
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Itapeva;   -16
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Marília;    13
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Presidente Prudente;     3
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Região Administrativa Central;    30
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Ribeirão Preto;     8
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Santos;    -1
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;São José do Rio Preto;     0
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;São José dos Campos;    -3
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;São Paulo;    12
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;Sorocaba;    20
3;Comércio atacadista de cimento;Araçatuba;    -1
3;Comércio atacadista de cimento;Bauru;     1
3;Comércio atacadista de cimento;Campinas;    -5
3;Comércio atacadista de cimento;Itapeva;     2
3;Comércio atacadista de cimento;Marília;    -1
3;Comércio atacadista de cimento;Presidente Prudente;    -1
3;Comércio atacadista de cimento;Ribeirão Preto;     1
3;Comércio atacadista de cimento;Santos;    -4
3;Comércio atacadista de cimento;São José do Rio Preto;     0
3;Comércio atacadista de cimento;São José dos Campos;    -1
3;Comércio atacadista de cimento;São Paulo;     5
3;Comércio atacadista de cimento;Sorocaba;    -1
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Araçatuba;     2
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Barretos;     2
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Bauru;    -4
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Campinas;   -14
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Franca;     1
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Itapeva;     3
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Marília;    -1
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Presidente Prudente;    -2
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Região Administrativa Central;    -2
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Ribeirão Preto;    13
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Santos;     5
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;São José do Rio Preto;    11
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;São José dos Campos;    -2
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;São Paulo;   -10
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;Sorocaba;     6
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;Araçatuba;     5
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;Bauru;     5
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;Campinas;    -4
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;Franca;     3
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;Marília;    -1
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;Presidente Prudente;    -2
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;Ribeirão Preto;     4
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;Santos;     0
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;São José do Rio Preto;    -1
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;São José dos Campos;     0
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;São Paulo;   -36
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;Sorocaba;     1
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;Araçatuba;    -1
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;Bauru;     0
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;Campinas;    -9
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;Franca;    -1
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;Marília;    -1
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;Região Administrativa Central;     1
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;Ribeirão Preto;     0
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;São José do Rio Preto;    -8
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;São José dos Campos;     2
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;São Paulo;   -79
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;Sorocaba;    -1
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Araçatuba;     2
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Bauru;   -11
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Campinas;   -44
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Franca;     3
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Itapeva;     1
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Marília;     5
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Presidente Prudente;     8
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Região Administrativa Central;    -2
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Registro;    -7
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Ribeirão Preto;     2
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Santos;     0
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;São José do Rio Preto;    -8
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;São José dos Campos;   -15
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;São Paulo;  -350
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;Sorocaba;     3
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Araçatuba;     1
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Barretos;    10
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Bauru;    -3
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Campinas;    13
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Franca;     2
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Itapeva;    -7
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Marília;    -2
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Presidente Prudente;     0
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Região Administrativa Central;     6
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Registro;    -4
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Ribeirão Preto;     2
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;São José do Rio Preto;   -15
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;São Paulo;     5
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;Sorocaba;    -5
3;Comércio atacadista de energia elétrica;Campinas;     6
3;Comércio atacadista de energia elétrica;Ribeirão Preto;     0
3;Comércio atacadista de energia elétrica;São Paulo;    11
3;Comércio atacadista de energia elétrica;Sorocaba;     1
3;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;Araçatuba;    -5
3;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;Barretos;     1
3;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;Bauru;     0
3;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;Campinas;   131
3;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;Franca;     3
